 set key top right
 set grid
 set boxwidth 1 relative
 set style fill transparent solid 0.5 noborder
 plot '-' u 1:2:3 w boxes lc rgb variable title 'Histogram of velocity components: Red -> x, Green -> y, Blue -> z'
  -2.1994534869879448E-004           0 0xFFFFFF
  -2.1123653208546435E-004                   15 0xFF0000
  -2.1133162399788552E-004                   19 0x00FF00
  -2.1028293644095281E-004                   22 0x0000FF
  -2.0260014005971821E-004                    9 0xFF0000
  -2.0269997597683047E-004                   19 0x00FF00
  -2.0168713506018996E-004                   23 0x0000FF
  -1.9396374803397207E-004                   21 0xFF0000
  -1.9406832795577542E-004                   25 0x00FF00
  -1.9309133367942708E-004                   18 0x0000FF
  -1.8532735600822593E-004                    9 0xFF0000
  -1.8543667993472035E-004                   11 0x00FF00
  -1.8449553229866423E-004                   15 0x0000FF
  -1.7669096398247980E-004                   19 0xFF0000
  -1.7680503191366530E-004                   17 0x00FF00
  -1.7589973091790135E-004                   17 0x0000FF
  -1.6805457195673366E-004                   21 0xFF0000
  -1.6817338389261025E-004                   14 0x00FF00
  -1.6730392953713850E-004                   16 0x0000FF
  -1.5941817993098752E-004                   12 0xFF0000
  -1.5954173587155520E-004                   17 0x00FF00
  -1.5870812815637562E-004                   17 0x0000FF
  -1.5078178790524138E-004                   19 0xFF0000
  -1.5091008785050013E-004                    6 0x00FF00
  -1.5011232677561277E-004                   24 0x0000FF
  -1.4214539587949524E-004                   20 0xFF0000
  -1.4227843982944508E-004                   19 0x00FF00
  -1.4151652539484989E-004                   12 0x0000FF
  -1.3350900385374911E-004                   22 0xFF0000
  -1.3364679180839003E-004                   23 0x00FF00
  -1.3292072401408704E-004                    8 0x0000FF
  -1.2487261182800297E-004                   16 0xFF0000
  -1.2501514378733498E-004                   18 0x00FF00
  -1.2432492263332416E-004                   15 0x0000FF
  -1.1623621980225683E-004                   18 0xFF0000
  -1.1638349576627993E-004                   19 0x00FF00
  -1.1572912125256131E-004                   16 0x0000FF
  -1.0759982777651069E-004                    8 0xFF0000
  -1.0775184774522487E-004                   14 0x00FF00
  -1.0713331987179843E-004                   20 0x0000FF
  -9.8963435750764554E-005                   20 0xFF0000
  -9.9120199724169819E-005                   23 0x00FF00
  -9.8537518491035583E-005                   23 0x0000FF
  -9.0327043725018416E-005                   17 0xFF0000
  -9.0488551703114757E-005                   13 0x00FF00
  -8.9941717110272705E-005                   12 0x0000FF
  -8.1690651699272278E-005                   14 0xFF0000
  -8.1856903682059708E-005                   22 0x00FF00
  -8.1345915729509854E-005                   12 0x0000FF
  -7.3054259673526140E-005                   14 0xFF0000
  -7.3225255661004660E-005                   13 0x00FF00
  -7.2750114348746976E-005                    4 0x0000FF
  -6.4417867647780002E-005                   19 0xFF0000
  -6.4593607639949611E-005                   17 0x00FF00
  -6.4154312967984125E-005                   20 0x0000FF
  -5.5781475622033864E-005                   18 0xFF0000
  -5.5961959618894562E-005                   22 0x00FF00
  -5.5558511587221247E-005                   18 0x0000FF
  -4.7145083596287726E-005                   12 0xFF0000
  -4.7330311597839486E-005                   13 0x00FF00
  -4.6962710206458397E-005                   18 0x0000FF
