 #	time	total energy	potential energy	kinetic energy	temperature	pressure	mean square displacement/6
   6700.0000000000000        1.9838307234439021        1.9837592511952489        7.1472248653225989E-005  0.49953206530983008       -9.5069969605027816E-006   4.1811926869688646E-004
   6800.0000000000000        1.9834440907832938        1.9833719064680411        7.2184315252750620E-005  0.50450882350341231       -9.4382974222095823E-006   4.1857514137274172E-004
   6900.0000000000000        1.9834968542430857        1.9834227948423333        7.4059400752452277E-005  0.51761412451112321       -9.5071813026076389E-006   4.1682843854024297E-004
   7000.0000000000000        1.9837511228422817        1.9836818649892092        6.9257853072563318E-005  0.48405526671086146       -9.4601314016639037E-006   4.1820143701930279E-004
   7100.0000000000000        1.9841653036250779        1.9840890794419599        7.6224183117988553E-005  0.53274416765904953       -9.4455785297230461E-006   4.0907811714550006E-004
   7200.0000000000000        1.9841651361137549        1.9840896902645901        7.5445849164785709E-005  0.52730425532285596       -9.5643409749598237E-006   4.1420944426046345E-004
   7300.0000000000000        1.9841961943099387        1.9841294951283086        6.6699181630082522E-005  0.46617226380839127       -9.4314995066967049E-006   4.2985531483205429E-004
   7400.0000000000000        1.9841457956231903        1.9840734353103344        7.2360312855838043E-005  0.50573890158009904       -9.3877972100642356E-006   4.2206033329447062E-004
   7500.0000000000000        1.9842889401970440        1.9842155580252592        7.3382171784938985E-005  0.51288085263001959       -9.4927155436553383E-006   4.0994030797094060E-004
   7600.0000000000000        1.9843309363618058        1.9842579999421928        7.2936419613040326E-005  0.50976541262021613       -9.4597191034070974E-006   4.0148927715642307E-004
   7700.0000000000000        1.9844245487664791        1.9843497792338776        7.4769532601495718E-005  0.52257736039469072       -9.4928676695218652E-006   3.9703028129625315E-004
   7800.0000000000000        1.9843469536847098        1.9842741597351190        7.2793949590752214E-005  0.50876966467861129       -9.4804726313837445E-006   3.9911531461164388E-004
   7900.0000000000000        1.9838376437819816        1.9837624639346312        7.5179847350405533E-005  0.52544512204781113       -9.4800301430255970E-006   4.0553019454048526E-004
   8000.0000000000000        1.9839168303739272        1.9838480869992821        6.8743374645215637E-005  0.48045948686325568       -9.4695403083242169E-006   4.2111472692273928E-004
   8100.0000000000000        1.9842352657969160        1.9841661494571785        6.9116339737554733E-005  0.48306620522423188       -9.3403891879421143E-006   4.1915846699956666E-004
   8200.0000000000000        1.9837591873693508        1.9836801533736059        7.9033995744896558E-005  0.55238244029075367       -9.4720646128451206E-006   4.0383185521916415E-004
   8300.0000000000000        1.9836435633291287        1.9835728229597380        7.0740369390718050E-005  0.49441683294416244       -9.5158495627864578E-006   4.1272195113009407E-004
   8400.0000000000000        1.9841233318006912        1.9840532819812515        7.0049819439641094E-005  0.48959045837555565       -9.3669356469270369E-006   4.1505859157233880E-004
   8500.0000000000000        1.9843451731384989        1.9842696421158588        7.5531022640030183E-005  0.52789954766079428       -9.4697535303574082E-006   4.0753241326856271E-004
   8600.0000000000000        1.9841780151003665        1.9841075430631971        7.0472037169351146E-005  0.49254141204648050       -9.4667541195673484E-006   4.0953203048229382E-004
