 set key top right
 set grid
 plot '-' lc rgb variable w lp title 'Histogram of velocity components: Red -> x, Green -> y, Blue -> z'
  -1.4215346046859278E-003                    2 0xFF0000
  -1.3906605802107422E-003                    2 0xFF0000
  -1.3597865557355569E-003                    2 0xFF0000
  -1.6085125432561110E-003                    1 0x00FF00
  -1.5787576086179307E-003                    1 0x00FF00
  -1.5490026739797503E-003                    1 0x00FF00
  -1.4720442841336455E-003                    1 0x0000FF
  -1.4445975760795516E-003                    1 0x0000FF
  -1.4171508680254578E-003                    1 0x0000FF
  -1.3597865557355569E-003                    1 0xFF0000
  -1.3289125312603714E-003                    1 0xFF0000
  -1.2980385067851861E-003                    1 0xFF0000
  -1.5490026739797503E-003                    0 0x00FF00
  -1.5192477393415700E-003                    0 0x00FF00
  -1.4894928047033897E-003                    0 0x00FF00
  -1.4171508680254578E-003                    0 0x0000FF
  -1.3897041599713639E-003                    0 0x0000FF
  -1.3622574519172701E-003                    0 0x0000FF
  -1.2980385067851861E-003                    1 0xFF0000
  -1.2671644823100006E-003                    1 0xFF0000
  -1.2362904578348153E-003                    1 0xFF0000
  -1.4894928047033897E-003                    0 0x00FF00
  -1.4597378700652093E-003                    0 0x00FF00
  -1.4299829354270290E-003                    0 0x00FF00
  -1.3622574519172701E-003                    1 0x0000FF
  -1.3348107438631762E-003                    1 0x0000FF
  -1.3073640358090824E-003                    1 0x0000FF
  -1.2362904578348153E-003                    2 0xFF0000
  -1.2054164333596298E-003                    2 0xFF0000
  -1.1745424088844445E-003                    2 0xFF0000
  -1.4299829354270290E-003                    0 0x00FF00
  -1.4002280007888487E-003                    0 0x00FF00
  -1.3704730661506684E-003                    0 0x00FF00
  -1.3073640358090824E-003                    2 0x0000FF
  -1.2799173277549887E-003                    2 0x0000FF
  -1.2524706197008947E-003                    2 0x0000FF
  -1.1745424088844445E-003                    3 0xFF0000
  -1.1436683844092590E-003                    3 0xFF0000
  -1.1127943599340737E-003                    3 0xFF0000
  -1.3704730661506684E-003                    1 0x00FF00
  -1.3407181315124880E-003                    1 0x00FF00
  -1.3109631968743077E-003                    1 0x00FF00
  -1.2524706197008947E-003                    0 0x0000FF
  -1.2250239116468010E-003                    0 0x0000FF
  -1.1975772035927069E-003                    0 0x0000FF
  -1.1127943599340737E-003                    1 0xFF0000
  -1.0819203354588882E-003                    1 0xFF0000
  -1.0510463109837027E-003                    1 0xFF0000
  -1.3109631968743077E-003                    1 0x00FF00
  -1.2812082622361274E-003                    1 0x00FF00
  -1.2514533275979471E-003                    1 0x00FF00
  -1.1975772035927069E-003                    1 0x0000FF
  -1.1701304955386133E-003                    1 0x0000FF
  -1.1426837874845195E-003                    1 0x0000FF
  -1.0510463109837027E-003                    2 0xFF0000
  -1.0201722865085174E-003                    2 0xFF0000
  -9.8929826203333210E-004                    2 0xFF0000
  -1.2514533275979471E-003                    0 0x00FF00
  -1.2216983929597670E-003                    0 0x00FF00
  -1.1919434583215864E-003                    0 0x00FF00
  -1.1426837874845195E-003                    4 0x0000FF
  -1.1152370794304256E-003                    4 0x0000FF
  -1.0877903713763318E-003                    4 0x0000FF
  -9.8929826203333210E-004                    5 0xFF0000
  -9.5842423755814659E-004                    5 0xFF0000
  -9.2755021308296118E-004                    5 0xFF0000
  -1.1919434583215864E-003                    1 0x00FF00
  -1.1621885236834063E-003                    1 0x00FF00
  -1.1324335890452258E-003                    1 0x00FF00
  -1.0877903713763318E-003                    1 0x0000FF
  -1.0603436633222379E-003                    1 0x0000FF
  -1.0328969552681440E-003                    1 0x0000FF
  -9.2755021308296118E-004                    6 0xFF0000
  -8.9667618860777578E-004                    6 0xFF0000
  -8.6580216413259037E-004                    6 0xFF0000
  -1.1324335890452258E-003                    0 0x00FF00
  -1.1026786544070456E-003                    0 0x00FF00
  -1.0729237197688651E-003                    0 0x00FF00
  -1.0328969552681440E-003                    3 0x0000FF
  -1.0054502472140502E-003                    3 0x0000FF
  -9.7800353915995634E-004                    3 0x0000FF
  -8.6580216413259037E-004                    5 0xFF0000
  -8.3492813965740497E-004                    5 0xFF0000
  -8.0405411518221957E-004                    5 0xFF0000
  -1.0729237197688651E-003                    1 0x00FF00
  -1.0431687851306850E-003                    1 0x00FF00
  -1.0134138504925044E-003                    1 0x00FF00
  -9.7800353915995634E-004                    3 0x0000FF
  -9.5055683110586249E-004                    3 0x0000FF
  -9.2311012305176863E-004                    3 0x0000FF
  -8.0405411518221957E-004                   15 0xFF0000
  -7.7318009070703416E-004                   15 0xFF0000
  -7.4230606623184876E-004                   15 0xFF0000
  -1.0134138504925044E-003                    1 0x00FF00
  -9.8365891585432434E-004                    1 0x00FF00
  -9.5390398121614390E-004                    1 0x00FF00
  -9.2311012305176863E-004                    2 0x0000FF
  -8.9566341499767489E-004                    2 0x0000FF
  -8.6821670694358104E-004                    2 0x0000FF
  -7.4230606623184876E-004                   12 0xFF0000
